id,name,long,lat,state_name
01127,Walker,-87.253922,33.834858000000004,Alabama
01129,Washington,-88.18611999999999,31.410368,Alabama
01131,Wilcox,-87.38040699999999,31.999753000000002,Alabama
01133,Winston,-87.415693,34.163824,Alabama
02013,Aleutians East,-162.90153600000002,54.860151,Alaska
02016,Aleutians West,-168.292885,54.023571,Alaska
02020,Anchorage,-149.793182,61.192232,Alaska
02050,Bethel,-162.151263,60.679945999999994,Alaska
02060,Bristol Bay,-156.834047,58.735464,Alaska
02068,Denali,-149.032949,63.882844999999996,Alaska
02070,Dillingham,-158.718472,59.136256,Alaska
02090,Fairbanks North Star,-147.624018,64.831552,Alaska
02100,Haines,-135.559897,59.264125,Alaska
02105,Hoonah-Angoon,-135.384163,58.078281999999994,Alaska
02110,Juneau,-134.530605,58.358516,Alaska
02122,Kenai Peninsula,-151.064475,60.292592000000006,Alaska
02130,Ketchikan Gateway,-131.678527,55.367858,Alaska
02150,Kodiak Island,-152.460881,57.779137,Alaska
02164,Lake and Peninsula,-156.371652,58.557351000000004,Alaska
02170,Matanuska-Susitna,-149.421961,61.611281000000005,Alaska
02180,Nome,-165.295491,64.457026,Alaska
02185,North Slope,-154.862085,70.522779,Alaska
02188,Northwest Arctic,-161.63818500000002,66.943735,Alaska
02195,Petersburg,-133.115025,56.812712,Alaska
02198,Prince of Wales-Hyder,-132.56084199999998,55.448164,Alaska
02220,Sitka,-135.33717099999998,57.062746,Alaska
02230,Skagway,-135.311501,59.464535999999995,Alaska
02240,Southeast Fairbanks,-144.687024,63.856184999999996,Alaska
02261,Valdez-Cordova,-145.882504,61.26149,Alaska
02270,Wade Hampton,-164.314723,62.089902,Alaska
02275,Wrangell,-132.31083700000002,56.38582099999999,Alaska
02282,Yakutat,-139.724878,59.547975,Alaska
02290,Yukon-Koyukuk,-152.550423,65.010262,Alaska
04001,Apache,-109.41483999999998,35.577687,Arizona
04003,Cochise,-110.063053,31.607357,Arizona
04005,Coconino,-111.590056,35.514426,Arizona
04007,Gila,-111.007494,33.82356,Arizona
04009,Graham,-109.81218100000001,32.867329999999995,Arizona
04011,Greenlee,-109.24871200000001,32.970402,Arizona
04012,La Paz,-114.172146,33.908361,Arizona
04013,Maricopa,-112.04143,33.493403,Arizona
04015,Mohave,-114.24963400000001,35.069679,Arizona
04017,Navajo,-110.211155,34.893625,Arizona
04019,Pima,-110.96001000000001,32.216707,Arizona
04021,Pinal,-111.58836399999998,33.060133,Arizona
04023,Santa Cruz,-110.94319499999999,31.434733,Arizona
04025,Yavapai,-112.26776699999999,34.629014,Arizona
04027,Yuma,-114.59866299999999,32.650040000000004,Arizona
05001,Arkansas,-91.46128399999999,34.405316,Arkansas
05003,Ashley,-91.87136,33.179373,Arkansas
05005,Baxter,-92.383933,36.332208,Arkansas
05007,Benton,-94.23054300000001,36.337348,Arkansas
05009,Boone,-93.09934399999999,36.267871,Arkansas
05011,Bradley,-92.103312,33.569321,Arkansas
05013,Calhoun,-92.49555500000001,33.591116,Arkansas
05015,Carroll,-93.57081600000001,36.373069,Arkansas
05017,Chicot,-91.31837800000001,33.32186,Arkansas
05019,Clark,-93.12485600000001,34.094705,Arkansas
05021,Clay,-90.37241800000001,36.370695,Arkansas
05023,Cleburne,-92.037481,35.510232,Arkansas
05025,Cleveland,-92.139146,33.914989,Arkansas
05027,Columbia,-93.24745899999999,33.258045,Arkansas
05029,Conway,-92.70416,35.214487,Arkansas
05031,Craighead,-90.669325,35.835235,Arkansas
05033,Crawford,-94.28435999999999,35.496882,Arkansas
05035,Crittenden,-90.217261,35.17736,Arkansas
05037,Cross,-90.775307,35.252833,Arkansas
05039,Dallas,-92.527123,33.869213,Arkansas
05041,Desha,-91.417485,33.773838,Arkansas
05043,Drew,-91.781779,33.6274,Arkansas
05045,Faulkner,-92.40535899999999,35.104918,Arkansas
05047,Franklin,-93.885464,35.446102,Arkansas
05049,Fulton,-91.764934,36.376787,Arkansas
05051,Garland,-93.081852,34.505811,Arkansas
05053,Grant,-92.41271400000001,34.309174,Arkansas
05055,Greene,-90.523016,36.07312,Arkansas
05057,Hempstead,-93.623587,33.699647,Arkansas
05059,Hot Spring,-92.894595,34.353464,Arkansas
05061,Howard,-93.910184,33.983198,Arkansas
05063,Independence,-91.607539,35.749801,Arkansas
05065,Izard,-91.908429,36.120217,Arkansas
05067,Jackson,-91.24623299999999,35.621102,Arkansas
05069,Jefferson,-92.041179,34.233473,Arkansas
05071,Johnson,-93.47551700000001,35.475272,Arkansas
05073,Lafayette,-93.557538,33.287628999999995,Arkansas
05075,Lawrence,-91.065733,36.070223999999996,Arkansas
05077,Lee,-90.774516,34.785214,Arkansas
05079,Lincoln,-91.746234,33.975379,Arkansas
05081,Little River,-94.195995,33.700518,Arkansas
05083,Logan,-93.768119,35.227532000000004,Arkansas
05085,Lonoke,-91.970577,34.905178,Arkansas
05087,Madison,-93.755297,36.061309,Arkansas
05089,Marion,-92.663368,36.28457,Arkansas
05091,Miller,-93.987504,33.400831,Arkansas
05093,Mississippi,-89.999037,35.84288,Arkansas
05095,Monroe,-91.218021,34.777729,Arkansas
05097,Montgomery,-93.622663,34.517013,Arkansas
05099,Nevada,-93.358085,33.722167999999996,Arkansas
05101,Newton,-93.1705,35.98494,Arkansas
05103,Ouachita,-92.838871,33.574461,Arkansas
05105,Perry,-92.779271,34.999054,Arkansas
05107,Phillips,-90.707796,34.529768,Arkansas
05109,Pike,-93.624765,34.187298,Arkansas
05111,Poinsett,-90.557998,35.60191,Arkansas
05113,Polk,-94.25851899999999,34.52045,Arkansas
05115,Pope,-93.097238,35.309776,Arkansas
05117,Prairie,-91.536241,34.859177,Arkansas
05119,Pulaski,-92.31165899999999,34.773719,Arkansas
05121,Randolph,-90.98841999999999,36.304758,Arkansas
05123,St. Francis,-90.770297,35.015313,Arkansas
05125,Saline,-92.546163,34.593233000000005,Arkansas
05127,Scott,-94.095905,34.907145,Arkansas
05129,Searcy,-92.659155,35.922829,Arkansas
05131,Sebastian,-94.354435,35.318195,Arkansas
05133,Sevier,-94.304091,34.014236,Arkansas
05135,Sharp,-91.520168,36.178492999999996,Arkansas
05137,Stone,-92.137,35.856705,Arkansas
05139,Union,-92.64508000000001,33.20687,Arkansas
05141,Van Buren,-92.421475,35.567839,Arkansas
05143,Washington,-94.17222199999999,36.094275,Arkansas
05145,White,-91.767388,35.243736,Arkansas
05147,Woodruff,-91.25207900000001,35.233191,Arkansas
05149,Yell,-93.28945999999999,35.120982,Arkansas
06001,Alameda,-122.100393,37.705201,California
06003,Alpine,-119.847603,38.728297999999995,California
06005,Amador,-120.775729,38.394208,California
06007,Butte,-121.70763500000001,39.669037,California
06009,Calaveras,-120.63371799999999,38.163627000000005,California
06011,Colusa,-122.08555700000001,39.156147999999995,California
06013,Contra Costa,-122.03013100000001,37.935588,California
06015,Del Norte,-124.16308799999999,41.791232,California
06017,El Dorado,-120.74433,38.746543,California
06019,Fresno,-119.76788400000001,36.738918,California
06021,Glenn,-122.17749099999999,39.663418,California
06023,Humboldt,-124.087189,40.752982,California
06025,Imperial,-115.53448700000001,32.841101,California
06027,Inyo,-118.267513,37.160247,California
06029,Kern,-118.936004,35.372968,California
06031,Kings,-119.72908400000001,36.242748999999996,California
06033,Lake,-122.734609,38.973362,California
06035,Lassen,-120.579176,40.392396999999995,California
06037,Los Angeles,-118.244222,34.065193,California
06039,Madera,-120.00675,37.043099,California
06041,Marin,-122.547075,37.986705,California
06043,Mariposa,-119.957219,37.542747999999996,California
06045,Mendocino,-123.397227,39.285329,California
06047,Merced,-120.623989,37.281015999999994,California
06049,Modoc,-120.65091100000001,41.522584,California
06051,Mono,-118.97059399999999,37.763321999999995,California
06053,Monterey,-121.64616200000002,36.611722,California
06055,Napa,-122.321646,38.329075,California
06057,Nevada,-120.916546,39.219524,California
06059,Orange,-117.86288,33.733953,California
06061,Placer,-121.18246599999999,38.844511,California
06063,Plumas,-120.825847,39.983857,California
06065,Riverside,-117.06620500000001,33.800439000000004,California
06067,Sacramento,-121.38086100000001,38.56895,California
06069,San Benito,-121.40385900000001,36.843404,California
06071,San Bernardino,-117.357474,34.190248,California
06073,San Diego,-117.112994,32.88326,California
06075,San Francisco,-122.438323,37.759598,California
06077,San Joaquin,-121.29810800000001,37.931804,California
06079,San Luis Obispo,-120.667689,35.342391,California
06081,San Mateo,-122.34099099999999,37.56395,California
06083,Santa Barbara,-120.092602,34.639262,California
06085,Santa Clara,-121.910421,37.315104999999996,California
06087,Santa Cruz,-121.936728,36.985171,California
06089,Shasta,-122.29996100000001,40.580269,California
06091,Sierra,-120.41423600000002,39.612588,California
06093,Siskiyou,-122.489833,41.576203,California
06095,Solano,-122.069324,38.235582,California
06097,Sonoma,-122.720522,38.41408,California
06099,Stanislaus,-120.955577,37.619147,California
06101,Sutter,-121.644269,39.135490000000004,California
06103,Tehama,-122.218704,40.115187,California
06105,Trinity,-123.07235700000001,40.681267999999996,California
06107,Tulare,-119.23154699999999,36.251227,California
06109,Tuolumne,-120.32853,37.971531,California
06111,Ventura,-119.02501799999999,34.241989000000004,California
06113,Yolo,-121.721112,38.598913,California
06115,Yuba,-121.506626,39.13883,California
08001,Adams,-104.92747299999999,39.874297,Colorado
08003,Alamosa,-105.877245,37.483069,Colorado
08005,Arapahoe,-104.845968,39.647528,Colorado
08007,Archuleta,-107.085027,37.240087,Colorado
08009,Baca,-102.527089,37.368221000000005,Colorado
08011,Bent,-103.1631,38.072386,Colorado
08013,Boulder,-105.183981,40.063299,Colorado
08014,Broomfield,-105.05549099999999,39.936888,Colorado
08015,Chaffee,-106.082645,38.676497,Colorado
08017,Cheyenne,-102.45777,38.816795,Colorado
08019,Clear Creek,-105.52965,39.712957,Colorado
08021,Conejos,-105.989049,37.195652,Colorado
08023,Costilla,-105.448477,37.281779,Colorado
08025,Crowley,-103.857439,38.188547,Colorado
08027,Custer,-105.381557,38.134215999999995,Colorado
08029,Delta,-107.91055300000001,38.798565,Colorado
08031,Denver,-104.955068,39.72143,Colorado
08033,Dolores,-108.75741000000001,37.740817,Colorado
08035,Douglas,-104.87971200000001,39.48527,Colorado
08037,Eagle,-106.717771,39.599453000000004,Colorado
08039,Elbert,-104.51913,39.382868,Colorado
08041,El Paso,-104.758477,38.873669,Colorado
08043,Fremont,-105.20653200000001,38.426058000000005,Colorado
08045,Garfield,-107.53935600000001,39.507560999999995,Colorado
08047,Gilpin,-105.48021000000001,39.85702,Colorado
08049,Grand,-105.9754,40.050388,Colorado
08051,Gunnison,-106.944723,38.657886,Colorado
08053,Hinsdale,-107.29653,37.996875,Colorado
08055,Huerfano,-104.884201,37.616312,Colorado
08057,Jackson,-106.291292,40.692851,Colorado
08059,Jefferson,-105.128819,39.720524,Colorado
08061,Kiowa,-102.68057900000001,38.470657,Colorado
08063,Kit Carson,-102.435733,39.309763000000004,Colorado
08065,Lake,-106.30806100000001,39.245870000000004,Colorado
08067,La Plata,-107.806184,37.265198,Colorado
08069,Larimer,-105.099218,40.504546000000005,Colorado
08071,Las Animas,-104.503149,37.196601,Colorado
08073,Lincoln,-103.613697,39.173232,Colorado
08075,Logan,-103.187715,40.639399,Colorado
08077,Mesa,-108.543768,39.092851,Colorado
08079,Mineral,-106.93558600000001,37.798623,Colorado
08081,Moffat,-107.625859,40.515239,Colorado
08083,Montezuma,-108.557116,37.370816999999995,Colorado
08085,Montrose,-107.934568,38.479141999999996,Colorado
08087,Morgan,-103.78151700000001,40.256023,Colorado
08089,Otero,-103.657432,38.024096,Colorado
08091,Ouray,-107.746232,38.139834,Colorado
08093,Park,-105.623144,39.311718,Colorado
08095,Phillips,-102.387354,40.599517,Colorado
08097,Pitkin,-106.907765,39.232543,Colorado
08099,Prowers,-102.547035,38.083771999999996,Colorado
08101,Pueblo,-104.645147,38.263684999999995,Colorado
08103,Rio Blanco,-108.280174,40.051033000000004,Colorado
08105,Rio Grande,-106.238805,37.616658,Colorado
08107,Routt,-106.89953500000001,40.453133,Colorado
08109,Saguache,-106.019489,37.915302000000004,Colorado
08111,San Juan,-107.67398899999999,37.804646000000005,Colorado
08113,San Miguel,-107.96003400000001,37.974202000000005,Colorado
08115,Sedgwick,-102.32767,40.960246000000005,Colorado
08117,Summit,-106.054579,39.573131,Colorado
08119,Teller,-105.14053200000001,38.94355,Colorado
08121,Washington,-103.156814,40.092526,Colorado
08123,Weld,-104.788507,40.328082,Colorado
08125,Yuma,-102.486935,40.069472999999995,Colorado
09001,Fairfield,-73.364521,41.207889,Connecticut
09003,Hartford,-72.717282,41.761943,Connecticut
09005,Litchfield,-73.187494,41.727851,Connecticut
09007,Middlesex,-72.57140799999999,41.478564,Connecticut
09009,New Haven,-72.941497,41.396052000000005,Connecticut
09011,New London,-72.09768299999999,41.443373,Connecticut
09013,Tolland,-72.37209,41.842762,Connecticut
09015,Windham,-71.995072,41.804225,Connecticut
10001,Kent,-75.558604,39.12322,Delaware
10003,New Castle,-75.634376,39.68502,Delaware
10005,Sussex,-75.346649,38.662387,Delaware
11001,District of Columbia,-77.01446800000001,38.910270000000004,District of Columbia
12001,Alachua,-82.386845,29.665903000000004,Florida
12003,Baker,-82.185477,30.288432,Florida
12005,Bay,-85.660217,30.206925,Florida
12007,Bradford,-82.128192,29.953428999999996,Florida
12009,Brevard,-80.690979,28.232195,Florida
12011,Broward,-80.227135,26.134058,Florida
12013,Calhoun,-85.122189,30.463143,Florida
12015,Charlotte,-82.119946,26.954793,Florida
12017,Citrus,-82.453512,28.863598,Florida
12019,Clay,-81.79941,30.084386,Florida
12021,Collier,-81.699625,26.199831,Florida
12023,Columbia,-82.660566,30.126051,Florida
12027,DeSoto,-81.864094,27.189369,Florida
12029,Dixie,-83.056329,29.634179,Florida
12031,Duval,-81.622853,30.300302000000002,Florida
12033,Escambia,-87.274788,30.485314000000002,Florida
12035,Flagler,-81.224735,29.523494,Florida
12037,Franklin,-84.822838,29.786787,Florida
12039,Gadsden,-84.581397,30.59828,Florida
12041,Gilchrist,-82.808262,29.704639,Florida
12043,Glades,-81.185404,26.896029,Florida
12045,Gulf,-85.259478,29.988578999999998,Florida
12047,Hamilton,-82.997218,30.501534000000003,Florida
12049,Hardee,-81.815432,27.548312,Florida
12051,Hendry,-81.20257099999999,26.705392,Florida
12053,Hernando,-82.496961,28.50485,Florida
12055,Highlands,-81.442555,27.460415,Florida
12057,Hillsborough,-82.401275,27.976529,Florida
12059,Holmes,-85.758558,30.847684,Florida
12061,Indian River,-80.44058100000001,27.671827,Florida
12063,Jackson,-85.21611899999999,30.800240000000002,Florida
12065,Jefferson,-83.886291,30.504031,Florida
12067,Lafayette,-83.179508,30.065417999999998,Florida
12069,Lake,-81.752026,28.735689,Florida
12071,Lee,-81.858144,26.574991999999998,Florida
12073,Leon,-84.270371,30.466103000000004,Florida
12075,Levy,-82.666319,29.379995,Florida
12077,Liberty,-84.905169,30.399795,Florida
12079,Madison,-83.430563,30.47263,Florida
12081,Manatee,-82.532775,27.477054,Florida
12083,Marion,-82.123367,29.140116,Florida
12085,Martin,-80.244395,27.1443,Florida
12086,Miami-Dade,-80.298888,25.774565,Florida
12087,Monroe,-81.26394499999999,24.739678,Florida
12089,Nassau,-81.647153,30.607962,Florida
12091,Okaloosa,-86.567105,30.542828999999998,Florida
12093,Okeechobee,-80.822153,27.272057,Florida
12095,Orange,-81.384377,28.532854999999998,Florida
12097,Osceola,-81.383484,28.266765000000003,Florida
12099,Palm Beach,-80.146119,26.617075,Florida
12101,Pasco,-82.51608,28.261606,Florida
12103,Pinellas,-82.727651,27.899794,Florida
12105,Polk,-81.799975,28.03114,Florida
12107,Putnam,-81.720431,29.609299,Florida
12109,St. Johns,-81.421504,29.977088000000002,Florida
12111,St. Lucie,-80.353183,27.338067,Florida
12113,Santa Rosa,-87.03695400000001,30.549592999999998,Florida
12115,Sarasota,-82.423893,27.208205,Florida
12117,Seminole,-81.310445,28.697834000000004,Florida
12119,Sumter,-82.03546899999999,28.825768,Florida
12121,Suwannee,-82.987546,30.214688,Florida
12123,Taylor,-83.59796700000001,30.064881,Florida
12125,Union,-82.35691899999999,30.010768,Florida
12127,Volusia,-81.123944,29.073725,Florida
12129,Wakulla,-84.331546,30.185525,Florida
12131,Walton,-86.190665,30.583728999999998,Florida
12133,Washington,-85.625419,30.650717999999998,Florida
13001,Appling,-82.338473,31.77388,Georgia
13003,Atkinson,-82.886363,31.317301,Georgia
13005,Bacon,-82.466071,31.547221,Georgia
13007,Baker,-84.437989,31.307754,Georgia
13009,Baldwin,-83.245659,33.084849,Georgia
13011,Banks,-83.506647,34.351255,Georgia
13013,Barrow,-83.7275,33.993054,Georgia
13015,Bartow,-84.829122,34.208434999999994,Georgia
13017,Ben Hill,-83.248636,31.727638,Georgia
13019,Berrien,-83.252459,31.238588,Georgia
13021,Bibb,-83.687184,32.832049,Georgia
13023,Bleckley,-83.33214,32.401368,Georgia
13025,Brantley,-81.96996999999999,31.216648,Georgia
13027,Brooks,-83.54009,30.842082,Georgia
13029,Bryan,-81.37595400000001,31.979537,Georgia
13031,Bulloch,-81.76241999999999,32.417702,Georgia
13033,Burke,-81.998447,33.101987,Georgia
13035,Butts,-83.97000200000001,33.296102000000005,Georgia
13037,Calhoun,-84.66844499999999,31.527411999999998,Georgia
13039,Camden,-81.635079,30.814165000000003,Georgia
13043,Candler,-82.06230500000001,32.399861,Georgia
13045,Carroll,-85.044673,33.622192999999996,Georgia
13047,Catoosa,-85.17282,34.927795,Georgia
13049,Charlton,-82.023033,30.780002000000003,Georgia
13051,Chatham,-81.126449,32.036008,Georgia
13053,Chattahoochee,-84.899254,32.344231,Georgia
13055,Chattooga,-85.344167,34.495509000000006,Georgia
13057,Cherokee,-84.496595,34.169606,Georgia
13059,Clarke,-83.380863,33.950406,Georgia
13061,Clay,-85.013368,31.633549,Georgia
13063,Clayton,-84.362238,33.553383000000004,Georgia
13065,Clinch,-82.740932,31.017888,Georgia
13067,Cobb,-84.557878,33.943253999999996,Georgia
13069,Coffee,-82.84066700000001,31.516,Georgia
13071,Colquitt,-83.768671,31.180954999999997,Georgia
13073,Columbia,-82.165654,33.516220000000004,Georgia
13075,Cook,-83.424499,31.149846999999998,Georgia
13077,Coweta,-84.736399,33.379117,Georgia
13079,Crawford,-83.934002,32.707681,Georgia
13081,Crisp,-83.77779100000001,31.947962,Georgia
13083,Dade,-85.497004,34.882709000000006,Georgia
13085,Dawson,-84.104119,34.401379999999996,Georgia
13087,Decatur,-84.57036,30.888345,Georgia
13089,DeKalb,-84.248029,33.789813,Georgia
13091,Dodge,-83.175591,32.212815,Georgia
13093,Dooly,-83.784195,32.16758,Georgia
13095,Dougherty,-84.167625,31.573426,Georgia
13097,Douglas,-84.73464399999999,33.724923,Georgia
13099,Early,-84.916722,31.331726,Georgia
13101,Echols,-83.057989,30.708629,Georgia
13103,Effingham,-81.299511,32.291745,Georgia
13105,Elbert,-82.87952299999999,34.126521000000004,Georgia
13107,Emanuel,-82.307952,32.58586,Georgia
13109,Evans,-81.90736700000001,32.169649,Georgia
13111,Fannin,-84.313402,34.901383,Georgia
13113,Fayette,-84.512414,33.427941,Georgia
13115,Floyd,-85.183164,34.255796000000004,Georgia
13117,Forsyth,-84.144322,34.19492,Georgia
13119,Franklin,-83.186079,34.377334999999995,Georgia
13121,Fulton,-84.39364499999999,33.836086,Georgia
13123,Gilmer,-84.483646,34.677248999999996,Georgia
13125,Glascock,-82.609847,33.235927000000004,Georgia
13127,Glynn,-81.486488,31.202697999999998,Georgia
13129,Gordon,-84.908795,34.498326,Georgia
13131,Grady,-84.214288,30.882764,Georgia
13133,Greene,-83.166093,33.549876,Georgia
13135,Gwinnett,-84.057963,33.951956,Georgia
13137,Habersham,-83.54162600000001,34.56516,Georgia
13139,Hall,-83.844712,34.275205,Georgia
13141,Hancock,-83.00204699999999,33.255825,Georgia
13143,Haralson,-85.18547,33.76192,Georgia
13145,Harris,-84.895034,32.699933,Georgia
13147,Hart,-82.96495300000001,34.355413,Georgia
13149,Heard,-85.1134,33.309334,Georgia
13151,Henry,-84.175416,33.475842,Georgia
13153,Houston,-83.66335699999999,32.571603,Georgia
13155,Irwin,-83.280834,31.604646999999996,Georgia
13157,Jackson,-83.584805,34.132059000000005,Georgia
13159,Jasper,-83.72434100000001,33.356251,Georgia
13161,Jeff Davis,-82.600696,31.848776,Georgia
13163,Jefferson,-82.407657,33.063551000000004,Georgia
13165,Jenkins,-81.950133,32.794618,Georgia
13167,Johnson,-82.679535,32.701199,Georgia
13169,Jones,-83.54514,32.962134000000006,Georgia
13171,Lamar,-84.1544,33.080020000000005,Georgia
13173,Lanier,-83.090886,31.035393,Georgia
13175,Laurens,-82.92613100000001,32.516487,Georgia
13177,Lee,-84.173396,31.681194,Georgia
13179,Liberty,-81.578482,31.827765999999997,Georgia
13181,Lincoln,-82.44638,33.781126,Georgia
13183,Long,-81.733663,31.778807,Georgia
13185,Lowndes,-83.280221,30.857006,Georgia
13187,Lumpkin,-83.986879,34.524951,Georgia
13189,McDuffie,-82.46986600000001,33.459617,Georgia
13191,McIntosh,-81.407579,31.47526,Georgia
13193,Macon,-84.038814,32.325041999999996,Georgia
13195,Madison,-83.24068,34.104614,Georgia
13197,Marion,-84.523557,32.380907,Georgia
13199,Meriwether,-84.67284599999999,33.008863,Georgia
13201,Miller,-84.73719799999999,31.159722,Georgia
13205,Mitchell,-84.172094,31.216853000000004,Georgia
13207,Monroe,-83.906823,33.038194,Georgia
13209,Montgomery,-82.533261,32.167319,Georgia
13211,Morgan,-83.485957,33.600243,Georgia
13213,Murray,-84.792066,34.782329,Georgia
13215,Muscogee,-84.930634,32.492289,Georgia
13217,Newton,-83.896609,33.569520000000004,Georgia
13219,Oconee,-83.45794599999999,33.875278,Georgia
13221,Oglethorpe,-83.14492,33.916594,Georgia
13223,Paulding,-84.816609,33.905688,Georgia
13225,Peach,-83.82958,32.584826,Georgia
13227,Pickens,-84.442301,34.455892,Georgia
13229,Pierce,-82.240429,31.314668,Georgia
13231,Pike,-84.366796,33.103227000000004,Georgia
13233,Polk,-85.176771,34.010878000000005,Georgia
13235,Pulaski,-83.48034200000001,32.275344,Georgia
13237,Putnam,-83.339663,33.317059,Georgia
13239,Quitman,-85.077727,31.859377000000002,Georgia
13241,Rabun,-83.407223,34.87903,Georgia
13243,Randolph,-84.758026,31.760403000000004,Georgia
13245,Richmond,-82.049444,33.426859,Georgia
13247,Rockdale,-84.020894,33.642043,Georgia
13249,Schley,-84.306781,32.241549,Georgia
13251,Screven,-81.627328,32.722842,Georgia
13253,Seminole,-84.868027,30.972496000000003,Georgia
13255,Spalding,-84.273339,33.258051,Georgia
13257,Stephens,-83.28868100000001,34.556903999999996,Georgia
13259,Stewart,-84.76451899999999,32.069334999999995,Georgia
13261,Sumter,-84.221818,32.059981,Georgia
13263,Talbot,-84.582116,32.703124,Georgia
13265,Taliaferro,-82.88576,33.5688,Georgia
13267,Tattnall,-82.052217,32.043908,Georgia
13269,Taylor,-84.21508299999999,32.560542,Georgia
13271,Telfair,-82.892471,32.01562,Georgia
13273,Terrell,-84.42886,31.772157,Georgia
13275,Thomas,-83.948411,30.868962,Georgia
13277,Tift,-83.515048,31.454362,Georgia
13279,Toombs,-82.36702199999999,32.183935999999996,Georgia
13281,Towns,-83.782961,34.938691999999996,Georgia
13283,Treutlen,-82.589718,32.387046999999995,Georgia
13285,Troup,-85.031746,33.036737,Georgia
13287,Turner,-83.636891,31.700824,Georgia
13289,Twiggs,-83.416286,32.703662,Georgia
13291,Union,-84.002286,34.874243,Georgia
13293,Upson,-84.324382,32.907469,Georgia
13295,Walker,-85.293376,34.83654,Georgia
13297,Walton,-83.784266,33.795381,Georgia
13299,Ware,-82.383943,31.22682,Georgia
13301,Warren,-82.66284399999999,33.407596000000005,Georgia
13303,Washington,-82.77340600000001,32.962029,Georgia
13305,Wayne,-81.919105,31.611857,Georgia
13307,Webster,-84.56065699999999,32.049343,Georgia
13309,Wheeler,-82.751307,32.146558,Georgia
13311,White,-83.744309,34.601048,Georgia
13313,Whitfield,-84.965686,34.792742,Georgia
13315,Wilcox,-83.40565699999999,31.975167,Georgia
13317,Wilkes,-82.753524,33.755364,Georgia
13319,Wilkinson,-83.239491,32.8443,Georgia
13321,Worth,-83.861186,31.535712,Georgia
15001,Hawaii,-155.421895,19.672837,Hawaii
15003,Honolulu,-157.913673,21.372464,Hawaii
15005,Kalawao,-156.979972,21.188495,Hawaii
15007,Kauai,-159.442112,22.021022,Hawaii
15009,Maui,-156.49381599999998,20.863747,Hawaii
